R,M,pequal_ht
0.0011,0.9973
0.011,0.9711
0.11,0.783
11,0.5664
101,0.9035
1001,0.9882

sims_m10[0] = 0.99770000000000003
sims_m10[1] = 0.97150000000000003
sims_m10[2] = 0.78310000000000002
sims_m10[3] = 0.56059999999999999
sims_m10[4] = 0.90259999999999996
sims_m10[5] = 0.99029999999999996
